No,doi-1,doi-2,cc_frequency,pub1_msa,pub2_msa,pub1_title,pub2_title,pub1_authors,pub2_authors,dc
955,10.1063/1.1677527,10.1016/0301-0104(81)85090-2,410,"Physics and Astronomy, Chemistry, Physics and Astronomy, Chemistry","Chemistry, Chemistry, Physics and Astronomy, Physics and Astronomy",Self-consistent molecular orbital methods. XII. Further extensions of gaussian-type basis sets for use in molecular orbital studies of organic molecules,Electrostatic interaction of a solute with a continuum. A direct utilizaion of AB initio molecular potentials for the prevision of solvent effects,"Hehre W.J., Pople J.A., Ditchfield K., Hehre W.J., Pople J.A., Ditchfield K., Hehre W.J., Pople J.A., Ditchfield K.","Tomasi J., Tomasi J., Tomasi J., Scrocco E., Scrocco E., Scrocco E., Miertus S., Miertus S., Miertus S.",0
956,10.1021/ja00364a005,10.1103/PhysRevA.38.3098,419,"Chemical Engineering, Biochemistry, Genetics and Molecular Biology, Chemistry, Chemical Engineering","Physics and Astronomy, Physics and Astronomy, Physics and Astronomy, Physics and Astronomy",Absolute Hardness: Companion Parameter to Absolute Electronegativity,Density-functional exchange-energy approximation with correct asymptotic behavior,"Parr R.G., Pearson R.G.","Becke A.D., Becke A.D.",0
957,10.1021/ja00364a005,10.1063/1.449486,291,"Chemical Engineering, Chemical Engineering, Chemical Engineering, Chemistry, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Chemical Engineering, Chemistry","Physics and Astronomy, Physics and Astronomy, Chemistry, Chemistry, Physics and Astronomy, Chemistry, Chemistry, Physics and Astronomy",Absolute Hardness: Companion Parameter to Absolute Electronegativity,Natural population analysis,"Parr R.G., Pearson R.G., Parr R.G., Pearson R.G., Parr R.G., Pearson R.G.","Weinhold F., Weinhold F., Weinstock R.B., Weinstock R.B., Reed A.E., Reed A.E.",0
958,10.1021/ja00364a005,10.1002/jcc.540030212,153,"Chemistry, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Chemical Engineering, Chemical Engineering, Chemical Engineering, Chemical Engineering, Chemistry","Mathematics, Chemistry, Mathematics, Chemistry, Mathematics, Chemistry, Mathematics, Chemistry",Absolute Hardness: Companion Parameter to Absolute Electronegativity,Optimization of equilibrium geometries and transition structures,"Parr R.G., Pearson R.G.","Schlegel H.B., Schlegel H.B.",0
959,10.1016/0003-4916(76)90156-1,10.1016/0370-2693(74)90058-6,225,Physics and Astronomy,Physics and Astronomy,Renormalization of gauge theories,"The abelian Higgs Kibble model, unitarity of the S-operator","Rouet A., Stora R., Becchi C., Rouet A., Stora R., Becchi C., Rouet A., Stora R., Becchi C.","Rouet A., Rouet A., Rouet A., Stora R., Stora R., Stora R., Becchi C., Becchi C., Becchi C.",1
960,10.1016/0301-0104(74)85005-6,10.1103/PhysRevLett.29.705,173,"Physics and Astronomy, Chemistry","Physics and Astronomy, Physics and Astronomy",Rotational brownian motion and fluorescence intensify fluctuations,Thermodynamic fluctuations in a reacting system measurement by fluorescence correlation spectroscopy,"Rigler R., Ehrenberg M., Rigler R., Ehrenberg M., Rigler R., Ehrenberg M.","Webb W.W., Webb W.W., Magde D., Magde D., Elson E., Elson E.",1
961,10.1021/ja00839a011,10.1107/S0108767383001762,358,"Chemical Engineering, Biochemistry, Genetics and Molecular Biology, Chemical Engineering, Chemistry","Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",A General Definition of Ring Puckering Coordinates,On enantiomorph‐polarity estimation,"Pople J.A., Cremer D.","Flack H.D., Flack H.D.",0
962,10.1103/PhysRevB.13.5188,10.1103/PhysRevLett.51.1884,180,Physics and Astronomy,Physics and Astronomy,Special points for Brillouin-zone integrations,Physical content of the exact kohn-sham orbital energies: Band gaps and derivative discontinuities,"Pack J.D., Monkhorst H.J., Pack J.D., Monkhorst H.J.","Levy M., Levy M., Perdew J.P., Perdew J.P.",0
963,10.1103/PhysRevB.13.5188,10.1103/PhysRevB.33.8800,394,Physics and Astronomy,Physics and Astronomy,Special points for Brillouin-zone integrations,Accurate and simple density functional for the electronic exchange energy: Generalized gradient approximation,"Pack J.D., Monkhorst H.J., Pack J.D., Monkhorst H.J.","Perdew J.P., Perdew J.P., Yue W., Yue W.",0
964,10.1103/PhysRevB.13.5188,10.1103/PhysRevB.31.805,289,"Physics and Astronomy, Physics and Astronomy","Materials Science, Physics and Astronomy",Special points for Brillouin-zone integrations,Theory of the scanning tunneling microscope,"Pack J.D., Monkhorst H.J., Pack J.D., Monkhorst H.J.","Tersoff J., Tersoff J., Hamann D.R., Hamann D.R.",0
965,10.1103/PhysRevB.13.5188,10.1021/ja00246a021,188,"Physics and Astronomy, Physics and Astronomy, Physics and Astronomy, Physics and Astronomy","Chemical Engineering, Biochemistry, Genetics and Molecular Biology, Chemical Engineering, Chemistry",Special points for Brillouin-zone integrations,Structural-Electronic Relationships in Inorganic Solids: Powder Neutron Diffraction Studies of the Rutile and Anatase Polymorphs of Titanium Dioxide at 15 and 295 K,"Pack J.D., Monkhorst H.J., Pack J.D., Monkhorst H.J., Pack J.D., Monkhorst H.J., Pack J.D., Monkhorst H.J., Pack J.D., Monkhorst H.J.","Hughbanks T., Hughbanks T., Burdett J.K., Burdett J.K., Smith J.V., Smith J.V., Richardson J.W., Richardson J.W., Miller G.J., Miller G.J.",0
966,10.1103/PhysRevB.13.5188,10.1063/1.458452,742,"Physics and Astronomy, Physics and Astronomy","Physics and Astronomy, Chemistry",Special points for Brillouin-zone integrations,An all-electron numerical method for solving the local density functional for polyatomic molecules,"Pack J.D., Monkhorst H.J.","Delley B., Delley B.",0
967,10.1103/PhysRevB.13.5188,10.1063/1.447334,370,"Physics and Astronomy, Physics and Astronomy","Physics and Astronomy, Chemistry",Special points for Brillouin-zone integrations,A unified formulation of the constant temperature molecular dynamics methods,"Pack J.D., Monkhorst H.J.","Nose S., Nose S.",0
968,10.1103/PhysRevB.13.5188,10.1088/0022-3719/12/22/036,187,"Physics and Astronomy, Physics and Astronomy","Physics and Astronomy, Physics and Astronomy",Special points for Brillouin-zone integrations,The stability of ionic crystal surfaces,"Pack J.D., Monkhorst H.J.","Tasker P.W., Tasker P.W.",0
969,10.1103/PhysRevB.13.5188,10.1107/S0567739476001551,524,Physics and Astronomy,"Biochemistry, Genetics and Molecular Biology",Special points for Brillouin-zone integrations,Revised effective ionic radii and systematic studies of interatomic distances in halides and chalcogenides,"Pack J.D., Monkhorst H.J.","Shannon R.D., Shannon R.D.",0
970,10.1016/0165-4101(81)90002-1,10.1016/0165-4101(81)90009-4,176,"Business, Management and Accounting, Business, Management and Accounting, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Business, Management and Accounting","Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Business, Management and Accounting, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Business, Management and Accounting, Business, Management and Accounting",Auditor size and audit quality,"Auditor independence, 'low balling', and disclosure regulation",DeAngelo L.E.,DeAngelo L.E.,1
971,10.1016/0165-4101(81)90002-1,10.1016/0304-405X(76)90026-X,357,"Economics, Econometrics and Finance, Economics, Econometrics and Finance, Business, Management and Accounting, Economics, Econometrics and Finance, Business, Management and Accounting, Business, Management and Accounting, Business, Management and Accounting, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance","Business, Management and Accounting, Economics, Econometrics and Finance, Business, Management and Accounting, Business, Management and Accounting, Business, Management and Accounting, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Business, Management and Accounting, Business, Management and Accounting, Economics, Econometrics and Finance",Auditor size and audit quality,"Theory of the firm: Managerial behavior, agency costs and ownership structure","DeAngelo L.E., DeAngelo L.E.","Meckling W.H., Jensen M.C.",0
972,10.1021/j100214a025,10.1021/ja00457a071,275,"Chemistry, Chemistry, Chemistry, Engineering, Engineering, Engineering, Engineering, Chemistry","Biochemistry, Genetics and Molecular Biology, Chemical Engineering, Chemical Engineering, Chemistry, Chemical Engineering, Chemical Engineering, Biochemistry, Genetics and Molecular Biology, Chemistry",Adsorption and surface-enhanced Raman of dyes on silver and gold sols,Anomalously Intense Raman Spectra of Pyridine at a Silver Electrode,"Lee P.C., Meisel D., Lee P.C., Meisel D.","Creighton J.A., Creighton J.A., Albrecht M.G., Albrecht M.G.",0
973,10.1021/j100214a025,10.1016/0009-2614(74)85388-1,502,"Engineering, Chemistry, Chemistry, Chemistry, Engineering, Engineering, Chemistry, Engineering, Engineering, Chemistry","Physics and Astronomy, Chemistry, Physics and Astronomy, Chemistry, Physics and Astronomy, Physics and Astronomy, Physics and Astronomy, Chemistry, Chemistry, Physics and Astronomy",Adsorption and surface-enhanced Raman of dyes on silver and gold sols,Raman spectra of pyridine adsorbed at a silver electrode,"Lee P.C., Meisel D., Lee P.C., Meisel D., Lee P.C., Meisel D.","Fleischmann M., Fleischmann M., McQuillan A.J., McQuillan A.J., Hendra P.J., Hendra P.J.",0
974,10.1103/PhysRevLett.49.405,10.1103/PhysRevLett.62.2747,133,Physics and Astronomy,Physics and Astronomy,Quantized hall conductance in a two-Dimensional periodic potential,Berrys phase for energy bands in solids,"Kohmoto M., Nightingale M.P., Den Nijs M., Thouless D.J.","Zak J., Zak J., Zak J., Zak J.",0
975,10.1103/PhysRevLett.49.405,10.1103/PhysRevLett.42.1698,138,Physics and Astronomy,Physics and Astronomy,Quantized hall conductance in a two-Dimensional periodic potential,Solitons in polyacetylene,"Kohmoto M., Nightingale M.P., Den Nijs M., Thouless D.J., Kohmoto M., Nightingale M.P., Den Nijs M., Thouless D.J., Kohmoto M., Nightingale M.P., Den Nijs M., Thouless D.J.","Su W.P., Su W.P., Su W.P., Su W.P., Heeger A.J., Heeger A.J., Heeger A.J., Heeger A.J., Schrieffer J.R., Schrieffer J.R., Schrieffer J.R., Schrieffer J.R.",0
976,10.1007/BF01608499,10.1016/0378-4371(83)90013-4,307,"Physics and Astronomy, Physics and Astronomy, Mathematics, Mathematics","Physics and Astronomy, Mathematics, Physics and Astronomy, Mathematics",On the generators of quantum dynamical semigroups,Path integral approach to quantum Brownian motion,"Lindblad G., Lindblad G.","Caldeira A.O., Leggett A.J.",0
977,10.1103/PhysRevLett.56.1335,10.1016/0550-3213(82)90035-9,149,Physics and Astronomy,Physics and Astronomy,Scale-invariant hypercolor model and a dilaton,On the phase structure of vector-like gauge theories with massless fermions,"Matumoto K.-I., Bando M., Yamawaki K., Matumoto K.-I., Bando M., Yamawaki K.","Zaks A., Zaks A., Zaks A., Banks T., Banks T., Banks T.",0
978,10.1103/PhysRevLett.62.2747,10.1103/PhysRevLett.42.1698,141,Physics and Astronomy,Physics and Astronomy,Berrys phase for energy bands in solids,Solitons in polyacetylene,"Zak J., Zak J., Zak J.","Heeger A.J., Su W.P., Schrieffer J.R.",0
979,10.1016/0370-2693(87)91197-X,10.1093/biomet/57.1.97,166,"Physics and Astronomy, Physics and Astronomy, Physics and Astronomy, Physics and Astronomy, Physics and Astronomy, Physics and Astronomy","Mathematics, Mathematics, Decision Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Mathematics",Hybrid Monte Carlo,Monte carlo sampling methods using Markov chains and their applications,"Roweth D., Pendleton B.J., Kennedy A.D., Duane S.","Hastings W.K., Hastings W.K., Hastings W.K., Hastings W.K.",0
980,10.1037/0033-2909.88.3.588,"",314,"Psychology, Psychology, Arts and Humanities, Arts and Humanities, Arts and Humanities, Arts and Humanities, Psychology, Psychology","Decision Sciences, Computer Science, Business, Management and Accounting, Computer Science, Computer Science, Decision Sciences, Business, Management and Accounting, Computer Science",Significance tests and goodness of fit in the analysis of covariance structures,"Perceived usefulness, perceived ease of use, and user acceptance of information technology","Bonett D.G., Bentler P.M.","Davis F.D., Davis F.D.",0
981,10.1103/PhysRevD.22.2227,10.1103/PhysRevD.10.275,224,Physics and Astronomy,Physics and Astronomy,Neutrino masses in SU(2) U(1) theories,"Lepton number as the fourth """"color""""","Schechter J., Valle J.W.F., Schechter J., Valle J.W.F.","Salam A., Salam A., Pati J.C., Pati J.C.",0
982,10.1103/PhysRevD.22.2227,10.1103/PhysRevD.12.1502,202,"Physics and Astronomy, Physics and Astronomy","Physics and Astronomy, Physics and Astronomy",Neutrino masses in SU(2) U(1) theories,Exact left-right symmetry and spontaneous violation of parity,"Schechter J., Valle J.W.F., Schechter J., Valle J.W.F.","Senjanovic G., Senjanovic G., Mohapatra R.N., Mohapatra R.N.",0
983,10.1103/PhysRevD.22.2227,10.1103/PhysRevD.11.2558,166,"Physics and Astronomy, Physics and Astronomy","Physics and Astronomy, Physics and Astronomy",Neutrino masses in SU(2) U(1) theories,"""""Natural"""" left-right symmetry","Schechter J., Valle J.W.F., Schechter J., Valle J.W.F.","Pati J.C., Pati J.C., Mohapatra R.N., Mohapatra R.N.",0
984,10.1103/PhysRevB.16.1748,10.1103/PhysRevB.41.7892,330,Physics and Astronomy,Physics and Astronomy,"""""special points for Brillouin-zone integrations""""-a reply",Soft self-consistent pseudopotentials in a generalized eigenvalue formalism,"Monkhorst H.J., Pack J.D.","Vanderbilt D., Vanderbilt D.",0
985,10.1103/PhysRevD.10.275,10.1103/PhysRevLett.50.1427,158,Physics and Astronomy,Physics and Astronomy,"Lepton number as the fourth """"color""""",Majorana neutrinos and the production of the right-handed charged gauge boson,"Salam A., Pati J.C., Salam A., Pati J.C.","Senjanovic G., Senjanovic G., Keung W.-Y., Keung W.-Y.",1
986,10.1016/0009-2614(89)85118-8,10.1002/jcc.540040211,186,"Physics and Astronomy, Chemistry, Physics and Astronomy, Chemistry","Chemistry, Chemistry, Mathematics, Mathematics",Electronic structure calculations on workstation computers: The program system turbomole,"CHARMM: A program for macromolecular energy, minimization, and dynamics calculations","Kolmel C., Bar M., Horn H., Ahlrichs R., Haser M., Kolmel C., Bar M., Horn H., Ahlrichs R., Haser M., Kolmel C., Bar M., Horn H., Ahlrichs R., Haser M., Kolmel C., Bar M., Horn H., Ahlrichs R., Haser M., Kolmel C., Bar M., Horn H., Ahlrichs R., Haser M., Kolmel C., Bar M., Horn H., Ahlrichs R., Haser M.","Karplus M., Karplus M., Karplus M., Karplus M., Karplus M., States D.J., States D.J., States D.J., States D.J., States D.J., Brooks B.R., Brooks B.R., Brooks B.R., Brooks B.R., Brooks B.R., Olafson B.D., Olafson B.D., Olafson B.D., Olafson B.D., Olafson B.D., Bruccoleri R.E., Bruccoleri R.E., Bruccoleri R.E., Bruccoleri R.E., Bruccoleri R.E., Swaminathan S., Swaminathan S., Swaminathan S., Swaminathan S., Swaminathan S.",0
